date, time, show, episode, synopsis
20220627, 04:12, Miraculous, Les aventures de Ladybug et Chat Noir, Startrain, Claudie, la maman de Max, attend les résultats d’un test qu’elle a passé pour devenir astronaute, son plus grand rêve ! Le même jour, la classe de Marinette s’apprête à prendre le train – dont Claudie est la conductrice – pour aller passer la journée à Londres. Mais un akuma destiné à l'agent Roger s'échappe dans le train, provoquant la panique à bord. Trop absorbée par Adrien, Marinette n’intervient pas et l’akuma s’envole vers la cabine de pilotage où Claudie, déçue et inquiète de n’avoir toujours pas reçu ses résultats, décide de se laisser akumatiser.
20220627, 04:34, Miraculous, Les aventures de Ladybug et Chat Noir, Ikari Gozen, Une grande chasse au trésor est organisée dans Paris. Les duos formés par tirage au sort devront trouver une célébrité cachée : Adrien ! Marinette est surexcitée… jusqu’à ce qu’elle apprenne qu’elle doit faire équipe avec Kagami. Cette dernière a désobéi à sa mère pour pouvoir participer au jeu. De peur qu’Adrien ne se rapproche encore plus de Kagami, Marinette décide de saboter leur partie et révèle accidentellement à la mère de Kagami que sa fille participe au jeu. Furieuse que sa fille lui ait désobéi, elle se fait akumatiser en Ikari Gozen. Armée de son boken, elle veut punir Kagami.
20220627, 04:56, Miraculous, Les aventures de Ladybug et Chat Noir, Timetagger, Un mystérieux super vilain fait son apparition : Timetagger vient du futur et peut créer des portails temporels qui lui permettent de remonter dans le temps. Il affirme être envoyé par le Papillon du futur, sur lequel il a des révélations à faire… Son objectif : s’emparer des Miraculous de nos héros avant qu’ils n’atteignent l’âge adulte et soient trop puissants. Si les héros refusent de coopérer, il n’hésitera pas à les renvoyer loin, très loin dans le passé… Dépassés par ce vilain surpuissant, Ladybug et Chat Noir fuient et tombent sur Bunny, une super héroïne venue du futur pour les aider.
20220627, 05:17, Miraculous, Les aventures de Ladybug et Chat Noir, Trouble fête, Wayem, un fan, propose à Adrien de passer du temps ensemble mais ce dernier lui répond qu’il n’a pas le droit de recevoir de visites. Ce qu’Adrien ignore, c’est que ses amis ont prévu un après-midi entre copains chez les Agreste en l’absence de Gabriel ! De son côté, intriguée par l’absence des garçons, Marinette enquête. Quand elle arrive chez Adrien, l’après-midi entre amis s’est transformé en véritable fête. Wayem arrive et, convaincu qu’Adrien lui a menti, est akumatisé en Trouble-Fête. Capable d’absorber tout ce qu’il touche dans ses poings boules à facettes, il veut se venger d’Adrien.
20220627, 05:39, 101, rue des Dalmatiens, Fenêtre sur chiens / Chiens sauvages, Dolly, immobilisée par une collerette, s'occupe en espionnant ses voisins. / Clarissa piège les dalmatiens en les faisant passer pour des animaux sauvages. Hugo appelle la brigade anti-parasites.
20220627, 06:01, Mickey Mouse (Courts-métrages), Au pied, les oreilles !, Mickey doit rejoindre Minnie au plus vite mais ses oreilles n'en font qu'à leur tête !
20220627, 06:06, Miraculous, Les aventures de Ladybug et Chat Noir, Miraculeur, Quand le Papillon et Mayura lancent un nouveau sentimonstre dans Paris, Chloé est persuadée que Ladybug et Chat Noir vont faire appel à Queen Bee pour les aider à l’affronter. Impatiente, elle les attend comme elle le fait depuis des mois sur le toit du Palace, prête à recevoir le Miraculous de l’abeille… mais en vain.  Sabrina tente de la réconforter mais Chloé, très déçue, passe sa frustration sur son amie. Jalouse que Chloé n’ait d’yeux que pour Ladybug, Sabrina se fait akumatiser. Devenue Miraculeur, elle peut voler leurs pouvoirs aux super-héros…
20220627, 06:28, Miraculous, Les aventures de Ladybug et Chat Noir, Oblivio, Quand Ladybug et Chat Noir reprennent conscience dans un ascenseur de la Tour Montparnasse, ils se rendent compte qu’ils ont perdu la mémoire. Ils se détransforment et redeviennent Marinette et Adrien l’un devant l’autre.  Impossible pour leurs kwamis de les aider, car ils ont eux aussi tout oublié. Et Plagg, bien décidé à profiter de cette nouvelle liberté, les abandonne sur place ! Alors qu’ils tentent de rassembler les morceaux du puzzle, Marinette et Adrien s’aperçoivent qu’un mystérieux vilain rôde dans la Tour… Nos héros amnésiques parviendront-ils à retrouver la mémoire ?
20220627, 06:50, Moi, Elvis Reboldi, Moi, Elvis, Cupidon, Mademoiselle Jennifer accepte d'annuler les 50 heures de colle qu'elle vient de donner à Elvis si il lui trouve un partenaire pour la Saint-Valentin. Monsieur Lugosi est désigné comme candidat mais ce rendez-vous se passe de façon vraiment bizarre. Le couple volera-t-il en éclats ou vivront-ils heureux entourés de beaucoup d’enfants ? 
20220627, 07:01, Moi, Elvis Reboldi, Moi, Elvis, super intello, Pour aider Elvis à réviser un contrôle, Boris lui fabrique des lunettes spéciales qui lui permettent d’accéder directement aux milliards d’informations d'internet. Mais Elvis a tendance à confondre culture et intelligence. Un Elvis boosté d'informations provoque-t-il des dégâts 2.0 ? 
20220627, 07:13, Moi, Elvis Reboldi, Moi, Elvis, le meilleur ami de Boris, Jennifer donne un passionnant devoir en binôme à la classe: regarder un œuf éclore. Mais pour une fois, Elvis et Boris ne sont pas ensemble, Boris est avec Pinky, et Elvis se retrouve avec Shui-Khan. L'absence douloureuse de son copain distrait Elvis qui manque de casser son œuf toutes les 5 minutes. Que vont-ils rendre à Jennifer, un poussin ou une omelette ?
20220627, 07:24, Moi, Elvis Reboldi, Moi, Elvis, et le trio infernal, Trois sinistres individus décident de kidnapper Elvis pour se venger des catastrophes qu'il leur a infligées par le passé. Mais ce trio infernal semble bien désorganisé et Elvis, qui a bon cœur, leur apprend à se coordonner. Ces bons conseils ne risquent-ils pas de se retourner contre lui ? 
20220627, 07:36, Hôtel Transylvanie - La Série, Changement de cape, Mavis a négligé le dressage de sa cape à un point tel qu'elle est convoquée à la cour des capes du Royaume Vampire. Elle devra plaider sa cause devant Miranda, présidente du tribunal.
20220627, 07:47, Hôtel Transylvanie - La Série, Le festin des morts, Mavis fait le service à la cafétéria des zombies mais ayant carbonisé leur repas, elle le remplace par le casse-croûte de Pedro. Soudain, les zombies deviennent incroyablement costauds et rapides.
20220627, 08:00, Hôtel Transylvanie - La Série, C’est qui, la patronne?, Pour Lydia, l'évaluation annuelle des employés est une plaisante occasion de leur rappeler à quel point ils sont nuls. Mais voyant qu'aucun membre du personnel n'ose l'évaluer elle, Lydia se déguise pour savoir la vérité.
20220627, 08:12, Hôtel Transylvanie - La Série, Fantômisation, Voilà au moins un siècle que l'hôtel n'a pas connu d'incidents plus de six jours de suite. Mais tout cela va changer maintenant que Mavis s'occupe de la sécurité. Son objectif : plus de six jours de calme.
20220627, 08:24, Baymax et les Nouveaux Héros, Les robots-mascottes, La confiance de Hiro en ses amis commence à s'étioler quand ils arrivent en retard à une mission. Hiro et un des nouveaux héros, en sous-nombre, doivent tenter d'arrêter Noodle Burger Boy et ses nouvelles soeurs !
20220627, 08:47, Baymax et les Nouveaux Héros, Ville de monstres, 1e partie, Karmi et Hiro font équipe pour guérir une personne infestée de parasites créés en laboratoire. Les Nouveaux Héros doivent combattre les monstres qui envahissent la ville.
20220627, 09:09, Phinéas et Ferb, La technologie inversée, Phinéas et Ferb appliquent la technologie inversée à une mystérieuse machine qui a atterri dans leur jardin...
20220627, 09:22, Phinéas et Ferb, L’Atlantide, Phinéas et Ferb voyagent au fond de l’océan à la recherche de la cité engloutie de l’Atlantide...
20220627, 09:34, Phinéas et Ferb, Le Phototransporteur, Phinéas et Ferb construisent une machine pour se téléporter, pendant que Perry doit sauver les mimes menacés par le professeur Doofenschmirtz...
20220627, 09:45, Phinéas et Ferb, Maudit Concours…, Candice entraîne Jérémy dans un concours de danse télévisé et Doofenschmirtz veut profiter de l’occasion pour faire passer son message maléfique à l’antenne…
20220627, 09:59, Phinéas et Ferb, Concours Père-Fille, Le père de Phinéas et Ferb découvre par hasard le secret de Perry et passe dans une machine à effacer la mémoire. Un robot le remplace pour participer au concours annuel « pères-filles ».
20220627, 10:11, Phinéas et Ferb, Un après-midi avec Suzy, Candice redoute de garder Suzy pour l’après-midi, mais elle va finalement découvrir une précieuse alliée en elle pour piéger ses petits frères...
20220627, 10:24, La loi de Milo Murphy, Drôles d'Agents, Dakota et Cavendish se croient devenus des enquêteurs paranormaux. Doofenshmirtz se remémore une anecdote où il avait pris Le Chien pour un agent de l'O.S.A.S., tout comme Monogramm et Carl qui l'avaient confondu avec l'agent A, un berger allemand.
20220627, 10:35, La loi de Milo Murphy, Un Jeu Sans Fin, Milo, Melissa et Zack vont essayer de jouer à un jeu de plateau jusqu'à son terme, chose qu'ils n'ont jamais pu faire, loi de Murphy oblige.
20220627, 10:47, La loi de Milo Murphy, Une Course Endiablée, Les parents de Milo ont organisé une course automobile au profit des lamas dans le besoin mais la course sort du circuit et se propage dans toute la ville en causant de nombreux dégats.
20220627, 10:58, La loi de Milo Murphy, Doof est de sortie, Sara ne supporte plus la présence de Doofenshmirtz qui ne sort jamais de la maison. La famille décide de le faire sortir. Il accompagne les enfants au musée, Bridget au refuge animalier et Martin à la centrale et les bêtises qu'il commet vont se transformer en bonnes actions.
20220627, 11:12, La loi de Milo Murphy, Disco et Patin à Roulettes, La patinoire où les parents Murphy disputaient des concoours de disco sur patins à roulettes va fermer et organise un dernier concours auquel les Murphy, qui n'ont jamais gagné, vont tenter une dernière fois de l'emporter.
20220627, 11:23, Hôtel Transylvanie - La Série, Beaux-parents monstrueux, Mavis convainc Pedro et Wendy de mieux connaître leur beau parent respectif, mais la chose tourne mal quand Wendy refuse de reprendre de l'infâme rôti de bœuf bourguignol de Shonda.
20220627, 11:35, Hôtel Transylvanie - La Série, Qui connaît le mieux Mavis ?, Mavis est malade et Wendy, Sophie et Charlotte se précipitent à son chevet. Hank et Pedro arrivent à transformer cette cohue en un concours dont le premier prix est l'amitié de Mavis.
20220627, 11:48, Hôtel Transylvanie - La Série, Les horreurs boréales, De toute sa vie d'outre-tombe, jamais Oncle Eugène ne se verra offrir deux fois un cadeau pareil!
20220627, 11:59, Hôtel Transylvanie - La Série, Horreurs immobilières, Maggie, l'écrivaine-fantôme, devenue agente immobilière qui sait en mettre plein la vue, reviens à l'hôtel Transylvanie… pour le vendre! Mavis et ses amis doivent tout faire pour l'arrêter.
20220627, 12:13, Les Green à Big City, Nuit blanche, Tilly va dormir chez Andromeda et elles essayent de passer une nuit blanche pour développer une connexion psychique.
20220627, 12:24, Les Green à Big City, Big City Greens S1 Splits Ep 26a, L'ancien gang de motos de Nancy, les Frelons, viennent lui voler sa caravane.
20220627, 12:36, Les Green à Big City, Chez les Remington, Les Green vivent la vie des Remington quand Remy demande à Cricket de passer nourrir son serpent.
20220627, 12:47, Les Green à Big City, Le bal de la Saint Valentin, Au bal de la Saint-Valentin, Cricket a malgré lui un coup de cœur pour Gabriella.
20220627, 13:00, Les Green à Big City, Le mystérieux pollueur, Cricket se joint à l'officier Keys pour traquer un pollueur qui sévit dans le quartier.
20220627, 13:12, Souvenirs de Gravity Falls, En eaux profondes, Lorsqu’une vague de chaleur s’abat sur Gravity Falls, Dipper, Mabel, Stan et Mousse décident d’aller se rafraîchir à la piscine. Dipper découvre que Wendy y travaille comme maître-nageuse, et s’arrange alors pour devenir son assistant.
20220627, 13:34, Souvenirs de Gravity Falls, Mabel aux commandes, Mabel reproche à Oncle Stan d’être un patron trop sévère. Elle parie qu’elle pourrait faire plus de bénéfices que lui si elle prenait sa place. Stan la prend au mot, et la laisse aux commandes du musée.
20220627, 13:57, La loi de Milo Murphy, En avant la musique !, Milo, Melissa et Zack se préparent pour un concours musical.
20220627, 14:08, La loi de Milo Murphy, La Quête, Milo et Zack se lancent dans une quête pour aider Melissa à retrouver son livre de maths oublié en classe.
20220627, 14:20, La loi de Milo Murphy, Pompiers et Tyrannosaures, M. Chase, le père de Melissa, doit conduire un vieux camion de pompiers au musée mais Milo, amoureux de l'engin, tient à les accompagner. Au terme d'une aventure riche en catastrophes et rebondissements, M. Chase comprend mieux la loi de Murphy et change d'avis sur Milo.
20220627, 14:31, La loi de Milo Murphy, L'Incident des Lamas, Zack entend enfin l'histoire de l'incident des lamas alors que les trois amis sont dans une fâcheuse posture.
20220627, 14:45, Miraculous, Les aventures de Ladybug et Chat Noir, Le Mime, Catastrophe ! Marinette a effacé sans le vouloir une vidéo qu’Alya avait faite de Ladybug et où cette dernière la complimentait pour le Ladyblog ! Pensant qu’Alya sera furieuse, Marinette décide de lui cacher la vérité et de se transformer en Ladybug pour tourner à nouveau le film effacé. Mais son plan est compromis lorsqu’un nouveau vilain apparaît.
20220627, 15:07, Miraculous, Les aventures de Ladybug et Chat Noir, Kung Food, Marinette fait la connaissance de Cheng Sifu, son grand-oncle cuisinier, venu de Chine. Marinette ne parlant pas un mot de chinois, Alya lui suggère de faire appel à Adrien pour l’aider en tant qu’interprète. Ensemble, ils accompagnent Cheng Sifu à un concours de cuisine au Grand Paris, le palace du père de Chloé.Mais après une dispute avec Marinette, Chloé sabote le plat de Cheng Sifu. Ce dernier, humilié, est akumatisé en Kung Food.
20220627, 15:31, Droners S1, La Course Looping, Déstabilisée par la supériorité des Solar Twins et de son (très charmant) capitaine, Corto tente de trouver une solution technique pour booster Maroro. Elle découvre une relique Aqua qui augmente de manière stupéfiante l’énergie d’Oro. Malgré les mises en garde d’Enki et Mouse, Corto et Oro se laissent séduire par la puissance de cet objet mystérieux… qui pourrait bien mettre en danger la vie d’Oro et celle d’autres personnes présentes sur le circuit ! Corto saura-t-elle s'y retrouver entre cette course aussi renversante que son coup de coeur naissant, et un courant qui passe (un peu trop) ?
20220627, 15:54, Hotel Transylvanie, Vendredi noir, Tous les cent ans, les monstres fêtent le vendredi noir qui donne lieu à un concours de frayeurs, récompensé par l’Oscar Hurlant, trophée remporté par Dracula depuis dix siècles. Celui-lui étant absent, car en mission officielle, tout le monde s’attend à ce que sa fille Mavis gagne la compétition, mais la jeune vampire n’est pas intéressée. Piquée au vif par Tante Lydia, Mavis va tenter l’impensable : elle va faire peur à un humain, ce qu’elle réussit à faire. Enfin, c’est ce qu’elle prétend.
20220627, 16:05, Hotel Transylvanie, Les basketteuses, Attristée de voir Hank être aussi maladroit au basketball, Mavis lui offre les mains d’un ancien champion basketteur aujourd’hui décédé et prouve par la même occasion qu’elle est imbattable pour choisir des cadeaux qui font plaisir. Mais bientôt Hank n’a plus de vie, car ses mains ne veulent faire rien d’autre que de jouer au basket. Mavis doit admettre son erreur et aider Hank à récupérer ses anciennes mains.
20220627, 16:19, La Bande à Picsou, La Bande à Gripsou !, Gripsou forme une équipe avec tous les super-méchants de Picsou pour vaincre la famille de Picsou une bonne fois pour toutes.
20220627, 16:41, Luz à Osville, Ainsi va la vie, Eda raconte une histoire de son adolescence : le jour où elle a rencontré Raine Whispers.
20220627, 17:05, Amphibia, Monsieur X, Anne et les Plantaire vont au cinéma, pendant que les Boonchuy essaient d'empêcher un agent du gouvernement de les capturer.
20220627, 17:16, Amphibia, L'anniversaire de Sprig, Anne essaie de faire passer à Sprig le meilleur anniversaire de tous les temps. 
20220627, 17:28, Boy Girl Etc..., Cacophonie, Nos frères et sœurs préférés passent leur journée à casser les oreilles de Mouse. Ce dernier met alors au point un appareil capable d’échanger leur voix, pour leur donner une bonne leçon. Les enfants paniquent mais Mouse est catégorique : ils ne retrouveront leur voix originale que s’ils parviennent, d’une manière ou d’une autre, à BAISSER D’UN TON !
20220627, 17:40, Boy Girl Etc..., La Sécurité Avant Tout, La famille se rend compte qu’elle a besoin d’un plan d’action en cas de danger, car elle n’est clairement pas prête en cas de catastrophe. Boy est nommé formateur sécurité et il prend son rôle très à cœur… si bien que les autres finissent par boycotter ses entraînements. Pourtant, lorsqu’un lion évadé du zoo débarque dans le jardin, le gang va devoir mettre à profit son entraînement. Mais Boy, qui a tant de fois crié au loup, sera-t-il pris au sérieux et soutenu par ses frères et sœurs ?
20220627, 17:53, Miraculous : Les aventures de Ladybug & Chat Noir, Hack-San, Être Ladybug, c'est une sacrée responsabilité. Il faut être toujours prête à intervenir pour sauver Paris ou à distribuer un super pouvoir à un nouveau héros. D'un autre côté, quand on a 14 ans, il y a des obligations auxquelles même le plus grand des super-héros ne peut se soustraire : par exemple, rendre visite à tatie Shu Yin à Londres. Et si Marinette n'avait d'autre choix que de quitter Paris le jour où Papillombre a choisi d'infecter Markov, le robot de Max, avec un virus maléfique pour le ré-akumatiser – que se passerait-t-il ? 
20220627, 18:17, Miraculous, Les aventures de Ladybug et Chat Noir, Gamer 2.0, Max a mis au point un nouveau jeu vidéo dans lequel les anciens akumatisés peuvent se battre les uns contre les autres. Mais aucun de ses amis ne peut l’aider à le tester car ils ont tous d’autres occupations. Marinette, elle, aimerait beaucoup aider Max, mais elle est encore plus débordée que d’habitude et a décidé d’arrêter les jeux vidéo. Déçu que même Marinette, la plus grande fan de jeux vidéo, rejette sa proposition, Max est à nouveau akumatisé par le Papillon. Devenu Gamer 2.0, il capture tous les anciens akumatisés et les enferme dans une version grandeur nature de son jeu !
20220627, 18:40, Ghost Force, Bananice, En s’affrontant au basket, Andy et Drake réveillent Bananice, un fantôme qui gèle tout sur son passage. La Ghostforce redouble d’ingéniosité pour éviter un hiver permanent. 
20220627, 18:52, Ghost Force, Pharaok, La Ghostforce doit déjouer les illusions d’un fantôme pharaon bien décidé à transformer tout le monde en momie, et à construire une pyramide géante au milieu de la ville.
20220627, 19:05, Sydney Au Max , Les mentors, En dernière année de collège, la tradition veut que Sydney et Olive aident deux élèves de première année. 
20220627, 19:29, Disney Fam Jam, Défis en famille, Disney Fam Jam, Défis en famille, Animé par Ariel Martin et Trevor Tordjman de ZOMBIES 2, des familles de toute l'Amérique se réunissent pour s'affronter dans le tout nouveau spectacle de compétition de danse de Disney Channel, Fam Jam ! Entraînés par le chorégraphe primé Phil Wright, les membres des familles sortiront de leur salon et se mettront sous le feu des projecteurs pour voir s'ils ont les épaules pour être les prochains champions et gagner un prix de 10 000 dollars en espèces.
20220627, 19:56, Jessie, Un amour qui fait mal, Luke et Emma se préparent pour le bal du lycée. Si Emma cherche encore sa tenue, Luke s’intéresse surtout à sa cavalière et a jeté son dévolu sur Rachel, la fille de ses rêves qui vient juste de se séparer de Gale, surnommé le Gorille.
20220627, 20:20, Raven, Sleevemore Partie 1 : Figé, Booker se retrouve figé au beau milieu d'une vision et Raven l'emmène au centre de recherche pour enfants psychiquement doués du docteur Sleevemore pour procéder à une évaluation.
20220627, 20:41, Camp Kikiwaka, Jalousie, Zuri est jalouse de la relation qu'Emma a avec Destiny. Ravi aide Matteo à surmonter ses peurs grâce à l'hypnose, mais sa nouvelle confiance en lui pourrait être dangereuse.
20220627, 21:04, Bia, Episode 15, Alex vole la vidéo de Bia en train de chanter. Antonio décide de ne pas dire à Victor qu'il va annuler le contrat avec la maison de disques, et Alex soutient cette idée. Daisy est heureuse de sa relation avec Jhon. Carmin et Alex font une nouvelle vidéo. La famille de Bia voit celle de Victor à la maison de disques. Alex demande à Manuel s'il est le Cobra. Ana refuse de rencontrer Bia et part. Alex et Carmin publient la vidéo de Bia chantant pendant le Master Class.Traduit avec www.DeepL.com/Translator (version gratuite)
20220627, 21:38, Soy Luna, Episode 6, Arrivé à Buenos Aires pour faire la surprise à Luna, Simon se cache dans la remise de la résidence Benson. Grâce à ses talents de guitariste et de chanteur, il rejoint le groupe de Pedro et Nicolas. Nina, qui a surpris une conversation et entendu des choses qu'elle n'aurait pas dû, ne sait pas trop comment gérer la situation. Ramiro essaie de semer la zizanie entre Jim et Yam. Carlos et Tino décident de suivre Amanda pour obtenir des réponses, mais cette dernière ne va pas leur faciliter la tâche.
20220627, 22:19, Miraculous, Les aventures de Ladybug et Chat Noir, Boulangerix, Aujourd’hui, c’est l’anniversaire de Tom, le papa de Marinette. Sabine invite le père de Tom, Roland, à venir fêter l’événement avec eux, mais Roland refuse : cela fait 20 ans qu’il n’est pas sorti de chez lui, et il ne veut pas que cela change. Pour faire plaisir à son père, Marinette décide d’aller rencontrer son grand-père pour le persuader de se joindre à eux. Mais une fois sur place, Marinette n’ose pas se présenter, intimidée par le vieil homme bougon et têtu, et finit par lui mentir sur son identité.
20220627, 22:40, Miraculous, Les aventures de Ladybug et Chat Noir, Rebrousse-temps, Quand Marinette apprend qu’Adrien s’apprête à passer tout un week-end à Londres avec Kagami, elle décide de lui écrire une lettre pour lui avouer ses sentiments avant qu’il ne soit trop tard. Mais Maître Fu, malade, lui confie une ordonnance ainsi qu’une lettre pour Marianne, une vieille amie à qui il n’a pas su dire qu’il l’aimait. Marinette s’embrouille et confond les divers destinataires, donnant sa lettre pour Adrien à Marianne, qui interprète mal son contenu.
20220627, 23:02, Miraculous, Les aventures de Ladybug et Chat Noir, Silence, Bob Roth, père et producteur du célèbre XY, lance un appel d’offre visant à trouver de nouveaux talents. Marinette y voit une occasion en or pour les Kitty Section de se faire connaître du grand public. Elle les aide donc à réaliser et envoyer un clip pour lequel elle crée elle-même les décors et les costumes. Mais bientôt, Marinette et ses amis s’aperçoivent que Bob Roth a volé les créations de Marinette pour son fils XY. Furieux pour celle dont il est amoureux, Luka est akumatisé par le Papillon.
20220627, 23:24, Miraculous, Les aventures de Ladybug et Chat Noir, Oni-Chan, Quand Lila manipule Adrien, son garde du corps et même Nathalie pour entrer chez les Agreste et passer un peu de temps avec Adrien, elle prend une photo d’eux deux pour immortaliser le moment. Marinette, qui les a suivis et espionnés depuis l’extérieur, est verte de jalousie. Mais ce n’est pas la seule…
20220627, 23:46, Miraculous, Les aventures de Ladybug et Chat Noir, Miraculeur, Quand le Papillon et Mayura lancent un nouveau sentimonstre dans Paris, Chloé est persuadée que Ladybug et Chat Noir vont faire appel à Queen Bee pour les aider à l’affronter. Impatiente, elle les attend comme elle le fait depuis des mois sur le toit du Palace, prête à recevoir le Miraculous de l’abeille… mais en vain.  Sabrina tente de la réconforter mais Chloé, très déçue, passe sa frustration sur son amie. Jalouse que Chloé n’ait d’yeux que pour Ladybug, Sabrina se fait akumatiser. Devenue Miraculeur, elle peut voler leurs pouvoirs aux super-héros…
